our_faction,barb_faction,budget,spacing,scenario,mix,margin,sd,sem,wins_of
Armada,Armada,6000,56,field20,t1+zeus(75),0.161,0.039,0.008,24/24
Armada,Armada,6000,160,field20,t1-line,0.36,0.04,0.008,24/24
Armada,Armada,6000,160,field20,t1-mace,0.182,0.08,0.016,24/24
Armada,Armada,6000,160,field20,zeus,0.389,0.008,0.002,24/24
Armada,Armada,6000,160,field20,mav,0.282,0.046,0.009,24/24
Armada,Armada,6000,160,field20,fido,0.226,0.079,0.016,24/24
Armada,Armada,6000,160,field20,sptk,-0.03,0.156,0.032,11/24
Armada,Armada,6000,160,field20,snipe,-0.83,0.0,0.0,0/24
Armada,Armada,6000,160,field20,fboy,0.514,0.041,0.008,24/24
Armada,Armada,6000,160,field20,fast,-0.367,0.032,0.007,0/24
Armada,Armada,6000,160,field20,amph,0.298,0.026,0.005,24/24
Armada,Armada,6000,160,field20,t1+zeus,0.577,0.008,0.002,24/24
Armada,Armada,6000,160,field20,t1+mav,0.212,0.06,0.012,24/24
Armada,Armada,6000,160,field20,t1+fido,0.537,0.021,0.004,24/24
Armada,Armada,6000,160,field20,t1+sptk,0.584,0.028,0.006,24/24
Armada,Armada,6000,160,field20,t1+snipe,-0.285,0.036,0.007,0/24
Armada,Armada,6000,160,field20,t1+fboy,0.525,0.049,0.01,24/24
Armada,Armada,6000,160,field20,zeus+fido,0.58,0.027,0.006,24/24
Armada,Armada,6000,160,field20,zeus+sptk,0.561,0.029,0.006,24/24
Armada,Armada,6000,160,field20,zeus+snipe,0.433,0.015,0.003,24/24
Armada,Armada,6000,160,field20,mace+zeus,0.548,0.014,0.003,24/24
Armada,Armada,6000,160,field20,t1+zeus+fido,0.554,0.022,0.005,24/24
Armada,Armada,6000,160,field20,t1+zeus(25),0.532,0.028,0.006,24/24
Armada,Armada,6000,160,field20,t1+zeus(75),0.412,0.008,0.002,24/24
Armada,Armada,6000,56,field25,t1-line,-0.108,0.083,0.017,5/24
Armada,Armada,6000,56,field25,t1-mace,-0.338,0.039,0.008,0/24
Armada,Armada,6000,56,field25,zeus,-0.301,0.013,0.003,0/24
Armada,Armada,6000,56,field25,mav,-0.324,0.054,0.011,0/24
Armada,Armada,6000,56,field25,fido,0.077,0.092,0.019,17/24
Armada,Armada,6000,56,field25,sptk,-0.418,0.17,0.035,0/24
Armada,Armada,6000,56,field25,snipe,-0.94,0.0,0.0,0/24
Armada,Armada,6000,56,field25,fboy,0.48,0.043,0.009,24/24
Armada,Armada,6000,56,field25,fast,-0.542,0.037,0.008,0/24
Armada,Armada,6000,56,field25,amph,-0.517,0.021,0.004,0/24
Armada,Armada,6000,56,field25,t1+zeus,0.177,0.067,0.014,24/24
Armada,Armada,6000,56,field25,t1+mav,-0.351,0.056,0.011,0/24
Armada,Armada,6000,56,field25,t1+fido,0.184,0.182,0.037,21/24
Armada,Armada,6000,56,field25,t1+sptk,-0.071,0.126,0.026,8/24
Armada,Armada,6000,56,field25,t1+snipe,-0.365,0.06,0.012,0/24
Armada,Armada,6000,56,field25,t1+fboy,0.073,0.216,0.044,13/24
Armada,Armada,6000,56,field25,zeus+fido,0.462,0.062,0.013,24/24
Armada,Armada,6000,56,field25,zeus+sptk,0.25,0.123,0.025,23/24
Armada,Armada,6000,56,field25,zeus+snipe,-0.419,0.031,0.006,0/24
Armada,Armada,6000,56,field25,mace+zeus,0.25,0.109,0.022,24/24
Armada,Armada,6000,56,field25,t1+zeus+fido,0.35,0.061,0.012,24/24
Armada,Armada,6000,56,field25,t1+zeus(25),0.12,0.084,0.017,22/24
Armada,Armada,6000,56,field25,t1+zeus(75),0.181,0.039,0.008,24/24
Armada,Armada,6000,160,field25,t1-line,0.042,0.096,0.02,15/24
Armada,Armada,6000,160,field25,t1-mace,-0.272,0.041,0.008,0/24
Armada,Armada,6000,160,field25,zeus,0.437,0.026,0.005,24/24
Armada,Armada,6000,160,field25,mav,-0.176,0.079,0.016,0/24
Armada,Armada,6000,160,field25,fido,0.135,0.159,0.033,20/24
Armada,Armada,6000,160,field25,sptk,-0.11,0.101,0.021,5/24
Armada,Armada,6000,160,field25,snipe,-0.85,0.0,0.0,0/24
Armada,Armada,6000,160,field25,fboy,0.454,0.078,0.016,24/24
Armada,Armada,6000,160,field25,fast,-0.385,0.037,0.008,0/24
Armada,Armada,6000,160,field25,amph,0.261,0.03,0.006,24/24
Armada,Armada,6000,160,field25,t1+zeus,0.559,0.016,0.003,24/24
Armada,Armada,6000,160,field25,t1+mav,-0.155,0.045,0.009,0/24
Armada,Armada,6000,160,field25,t1+fido,0.382,0.102,0.021,24/24
Armada,Armada,6000,160,field25,t1+sptk,0.489,0.043,0.009,24/24
Armada,Armada,6000,160,field25,t1+snipe,-0.099,0.156,0.032,4/24
Armada,Armada,6000,160,field25,t1+fboy,0.481,0.029,0.006,24/24
Armada,Armada,6000,160,field25,zeus+fido,0.562,0.036,0.007,24/24
Armada,Armada,6000,160,field25,zeus+sptk,0.498,0.034,0.007,24/24
Armada,Armada,6000,160,field25,zeus+snipe,0.387,0.014,0.003,24/24
Armada,Armada,6000,160,field25,mace+zeus,0.5,0.029,0.006,24/24
Armada,Armada,6000,160,field25,t1+zeus+fido,0.415,0.049,0.01,24/24
Armada,Armada,6000,160,field25,t1+zeus(25),0.085,0.119,0.024,14/24
Armada,Armada,6000,160,field25,t1+zeus(75),0.458,0.013,0.003,24/24
Armada,Armada,6000,56,t1only,t1-line,0.262,0.079,0.016,24/24
Armada,Armada,6000,56,t1only,t1-mace,0.0,0.08,0.016,16/24
Armada,Armada,6000,56,t1only,zeus,-0.333,0.028,0.006,0/24
Armada,Armada,6000,56,t1only,mav,-0.309,0.028,0.006,0/24
Armada,Armada,6000,56,t1only,fido,0.477,0.077,0.016,24/24
Armada,Armada,6000,56,t1only,sptk,-0.357,0.191,0.039,2/24
Armada,Armada,6000,56,t1only,snipe,-0.87,0.0,0.0,0/24
Armada,Armada,6000,56,t1only,fboy,0.625,0.07,0.014,24/24
Armada,Armada,6000,56,t1only,fast,-0.64,0.022,0.004,0/24
Armada,Armada,6000,56,t1only,amph,-0.575,0.011,0.002,0/24
Armada,Armada,6000,56,t1only,t1+zeus,0.187,0.049,0.01,24/24
Armada,Armada,6000,56,t1only,t1+mav,-0.114,0.087,0.018,3/24
Armada,Armada,6000,56,t1only,t1+fido,0.381,0.099,0.02,24/24
Armada,Armada,6000,56,t1only,t1+sptk,-0.136,0.137,0.028,5/24
Armada,Armada,6000,56,t1only,t1+snipe,-0.265,0.055,0.011,0/24
Armada,Armada,6000,56,t1only,t1+fboy,0.166,0.161,0.033,22/24
Armada,Armada,6000,56,t1only,zeus+fido,0.327,0.156,0.032,24/24
Armada,Armada,6000,56,t1only,zeus+sptk,0.275,0.072,0.015,24/24
Armada,Armada,6000,56,t1only,zeus+snipe,-0.381,0.017,0.003,0/24
Armada,Armada,6000,56,t1only,mace+zeus,0.171,0.089,0.018,24/24
Armada,Armada,6000,56,t1only,t1+zeus+fido,0.371,0.046,0.009,24/24
Armada,Armada,6000,56,t1only,t1+zeus(25),0.089,0.049,0.01,23/24
Armada,Armada,6000,56,t1only,t1+zeus(75),0.161,0.039,0.008,24/24
Armada,Armada,6000,160,t1only,t1-line,0.36,0.04,0.008,24/24
Armada,Armada,6000,160,t1only,t1-mace,0.182,0.08,0.016,24/24
Armada,Armada,6000,160,t1only,zeus,0.389,0.008,0.002,24/24
Armada,Armada,6000,160,t1only,mav,0.282,0.046,0.009,24/24
Armada,Armada,6000,160,t1only,fido,0.226,0.079,0.016,24/24
Armada,Armada,6000,160,t1only,sptk,-0.03,0.156,0.032,11/24
Armada,Armada,6000,160,t1only,snipe,-0.83,0.0,0.0,0/24
Armada,Armada,6000,160,t1only,fboy,0.514,0.041,0.008,24/24
Armada,Armada,6000,160,t1only,fast,-0.367,0.032,0.007,0/24
Armada,Armada,6000,160,t1only,amph,0.298,0.026,0.005,24/24
Armada,Armada,6000,160,t1only,t1+zeus,0.577,0.008,0.002,24/24
Armada,Armada,6000,160,t1only,t1+mav,0.212,0.06,0.012,24/24
Armada,Armada,6000,160,t1only,t1+fido,0.537,0.021,0.004,24/24
Armada,Armada,6000,160,t1only,t1+sptk,0.584,0.028,0.006,24/24
Armada,Armada,6000,160,t1only,t1+snipe,-0.285,0.036,0.007,0/24
Armada,Armada,6000,160,t1only,t1+fboy,0.525,0.049,0.01,24/24
Armada,Armada,6000,160,t1only,zeus+fido,0.58,0.027,0.006,24/24
Armada,Armada,6000,160,t1only,zeus+sptk,0.561,0.029,0.006,24/24
Armada,Armada,6000,160,t1only,zeus+snipe,0.433,0.015,0.003,24/24
Armada,Armada,6000,160,t1only,mace+zeus,0.548,0.014,0.003,24/24
Armada,Armada,6000,160,t1only,t1+zeus+fido,0.554,0.022,0.005,24/24
Armada,Armada,6000,160,t1only,t1+zeus(25),0.532,0.028,0.006,24/24
Armada,Armada,6000,160,t1only,t1+zeus(75),0.412,0.008,0.002,24/24
Armada,Armada,6000,56,base6-hold,t1-line,-0.378,0.013,0.003,0/24
Armada,Armada,6000,56,base6-hold,t1-mace,-0.354,0.008,0.002,0/24
Armada,Armada,6000,56,base6-hold,zeus,-0.439,0.016,0.003,0/24
Armada,Armada,6000,56,base6-hold,mav,-0.46,0.002,0.0,0/24
Armada,Armada,6000,56,base6-hold,fido,0.315,0.126,0.026,23/24
Armada,Armada,6000,56,base6-hold,sptk,0.665,0.023,0.005,24/24
Armada,Armada,6000,56,base6-hold,snipe,-0.185,0.031,0.006,0/24
Armada,Armada,6000,56,base6-hold,fboy,1.0,0.0,0.0,24/24
Armada,Armada,6000,56,base6-hold,fast,-0.633,0.01,0.002,0/24
Armada,Armada,6000,56,base6-hold,amph,-0.525,0.014,0.003,0/24
Armada,Armada,6000,56,base6-hold,t1+zeus,-0.388,0.008,0.002,0/24
Armada,Armada,6000,56,base6-hold,t1+mav,-0.403,0.01,0.002,0/24
Armada,Armada,6000,56,base6-hold,t1+fido,-0.158,0.1,0.02,2/24
Armada,Armada,6000,56,base6-hold,t1+sptk,0.191,0.081,0.017,24/24
Armada,Armada,6000,56,base6-hold,t1+snipe,-0.27,0.0,0.0,0/24
Armada,Armada,6000,56,base6-hold,t1+fboy,0.472,0.008,0.002,24/24
Armada,Armada,6000,56,base6-hold,zeus+fido,-0.252,0.014,0.003,0/24
Armada,Armada,6000,56,base6-hold,zeus+sptk,0.08,0.104,0.021,14/24
Armada,Armada,6000,56,base6-hold,zeus+snipe,-0.27,0.0,0.0,0/24
Armada,Armada,6000,56,base6-hold,mace+zeus,-0.375,0.017,0.003,0/24
Armada,Armada,6000,56,base6-hold,t1+zeus+fido,-0.275,0.026,0.005,0/24
Armada,Armada,6000,56,base6-hold,t1+zeus(25),-0.4,0.014,0.003,0/24
Armada,Armada,6000,56,base6-hold,t1+zeus(75),-0.335,0.013,0.003,0/24
Armada,Armada,6000,160,base6-hold,t1-line,0.138,0.09,0.018,22/24
Armada,Armada,6000,160,base6-hold,t1-mace,0.057,0.036,0.007,22/24
Armada,Armada,6000,160,base6-hold,zeus,0.393,0.03,0.006,24/24
Armada,Armada,6000,160,base6-hold,mav,-0.12,0.035,0.007,0/24
Armada,Armada,6000,160,base6-hold,fido,0.276,0.064,0.013,24/24
Armada,Armada,6000,160,base6-hold,sptk,0.072,0.023,0.005,24/24
Armada,Armada,6000,160,base6-hold,snipe,-0.157,0.014,0.003,0/24
Armada,Armada,6000,160,base6-hold,fboy,0.99,0.0,0.0,24/24
Armada,Armada,6000,160,base6-hold,fast,-0.196,0.034,0.007,0/24
Armada,Armada,6000,160,base6-hold,amph,0.106,0.086,0.017,22/24
Armada,Armada,6000,160,base6-hold,t1+zeus,0.42,0.023,0.005,24/24
Armada,Armada,6000,160,base6-hold,t1+mav,-0.087,0.033,0.007,0/24
Armada,Armada,6000,160,base6-hold,t1+fido,-0.195,0.024,0.005,0/24
Armada,Armada,6000,160,base6-hold,t1+sptk,-0.042,0.098,0.02,11/24
Armada,Armada,6000,160,base6-hold,t1+snipe,-0.163,0.139,0.028,3/24
Armada,Armada,6000,160,base6-hold,t1+fboy,0.439,0.019,0.004,24/24
Armada,Armada,6000,160,base6-hold,zeus+fido,0.57,0.009,0.002,24/24
Armada,Armada,6000,160,base6-hold,zeus+sptk,0.37,0.122,0.025,24/24
Armada,Armada,6000,160,base6-hold,zeus+snipe,0.372,0.01,0.002,24/24
Armada,Armada,6000,160,base6-hold,mace+zeus,0.233,0.041,0.008,24/24
Armada,Armada,6000,160,base6-hold,t1+zeus+fido,0.335,0.086,0.018,24/24
Armada,Armada,6000,160,base6-hold,t1+zeus(25),0.23,0.033,0.007,24/24
Armada,Armada,6000,160,base6-hold,t1+zeus(75),0.391,0.02,0.004,24/24
Armada,Armada,6000,56,base6-out,t1-line,-0.153,0.039,0.008,0/24
Armada,Armada,6000,56,base6-out,t1-mace,-0.278,0.023,0.005,0/24
Armada,Armada,6000,56,base6-out,zeus,-0.352,0.013,0.003,0/24
Armada,Armada,6000,56,base6-out,mav,-0.365,0.029,0.006,0/24
Armada,Armada,6000,56,base6-out,fido,0.138,0.092,0.019,21/24
Armada,Armada,6000,56,base6-out,sptk,-0.423,0.197,0.04,0/24
Armada,Armada,6000,56,base6-out,snipe,-0.95,0.0,0.0,0/24
Armada,Armada,6000,56,base6-out,fboy,0.658,0.067,0.014,24/24
Armada,Armada,6000,56,base6-out,fast,-0.544,0.052,0.011,0/24
Armada,Armada,6000,56,base6-out,amph,-0.442,0.014,0.003,0/24
Armada,Armada,6000,56,base6-out,t1+zeus,-0.178,0.022,0.005,0/24
Armada,Armada,6000,56,base6-out,t1+mav,-0.3,0.037,0.008,0/24
Armada,Armada,6000,56,base6-out,t1+fido,0.139,0.142,0.029,18/24
Armada,Armada,6000,56,base6-out,t1+sptk,-0.188,0.049,0.01,0/24
Armada,Armada,6000,56,base6-out,t1+snipe,-0.359,0.019,0.004,0/24
Armada,Armada,6000,56,base6-out,t1+fboy,0.307,0.07,0.014,24/24
Armada,Armada,6000,56,base6-out,zeus+fido,0.329,0.103,0.021,24/24
Armada,Armada,6000,56,base6-out,zeus+sptk,0.016,0.12,0.025,15/24
Armada,Armada,6000,56,base6-out,zeus+snipe,-0.421,0.022,0.004,0/24
Armada,Armada,6000,56,base6-out,mace+zeus,-0.19,0.013,0.003,0/24
Armada,Armada,6000,56,base6-out,t1+zeus+fido,0.118,0.125,0.025,18/24
Armada,Armada,6000,56,base6-out,t1+zeus(25),-0.17,0.02,0.004,0/24
Armada,Armada,6000,56,base6-out,t1+zeus(75),-0.199,0.01,0.002,0/24
Armada,Armada,6000,160,base6-out,t1-line,-0.191,0.025,0.005,0/24
Armada,Armada,6000,160,base6-out,t1-mace,-0.319,0.031,0.006,0/24
Armada,Armada,6000,160,base6-out,zeus,0.13,0.021,0.004,24/24
Armada,Armada,6000,160,base6-out,mav,-0.217,0.02,0.004,0/24
Armada,Armada,6000,160,base6-out,fido,-0.154,0.029,0.006,0/24
Armada,Armada,6000,160,base6-out,sptk,-0.258,0.105,0.021,0/24
Armada,Armada,6000,160,base6-out,snipe,-0.9,0.0,0.0,0/24
Armada,Armada,6000,160,base6-out,fboy,0.25,0.06,0.012,24/24
Armada,Armada,6000,160,base6-out,fast,-0.463,0.025,0.005,0/24
Armada,Armada,6000,160,base6-out,amph,-0.02,0.074,0.015,10/24
Armada,Armada,6000,160,base6-out,t1+zeus,0.186,0.035,0.007,24/24
Armada,Armada,6000,160,base6-out,t1+mav,-0.333,0.041,0.008,0/24
Armada,Armada,6000,160,base6-out,t1+fido,-0.094,0.027,0.006,0/24
Armada,Armada,6000,160,base6-out,t1+sptk,-0.003,0.072,0.015,11/24
Armada,Armada,6000,160,base6-out,t1+snipe,-0.222,0.093,0.019,0/24
Armada,Armada,6000,160,base6-out,t1+fboy,0.426,0.098,0.02,24/24
Armada,Armada,6000,160,base6-out,zeus+fido,0.159,0.123,0.025,20/24
Armada,Armada,6000,160,base6-out,zeus+sptk,-0.065,0.047,0.01,1/24
Armada,Armada,6000,160,base6-out,zeus+snipe,-0.134,0.012,0.003,0/24
Armada,Armada,6000,160,base6-out,mace+zeus,0.282,0.042,0.009,24/24
Armada,Armada,6000,160,base6-out,t1+zeus+fido,0.049,0.117,0.024,11/24
Armada,Armada,6000,160,base6-out,t1+zeus(25),-0.143,0.019,0.004,0/24
Armada,Armada,6000,160,base6-out,t1+zeus(75),0.301,0.015,0.003,24/24
Armada,Armada,6000,56,base12-hold,t1-line,-0.44,0.009,0.002,0/24
Armada,Armada,6000,56,base12-hold,t1-mace,-0.421,0.009,0.002,0/24
Armada,Armada,6000,56,base12-hold,zeus,-0.484,0.008,0.002,0/24
Armada,Armada,6000,56,base12-hold,mav,-0.526,0.007,0.001,0/24
Armada,Armada,6000,56,base12-hold,fido,0.09,0.071,0.015,19/24
Armada,Armada,6000,56,base12-hold,sptk,0.592,0.06,0.012,24/24
Armada,Armada,6000,56,base12-hold,snipe,-0.15,0.021,0.004,0/24
Armada,Armada,6000,56,base12-hold,fboy,1.0,0.0,0.0,24/24
Armada,Armada,6000,56,base12-hold,fast,-0.696,0.005,0.001,0/24
Armada,Armada,6000,56,base12-hold,amph,-0.555,0.007,0.001,0/24
Armada,Armada,6000,56,base12-hold,t1+zeus,-0.429,0.01,0.002,0/24
Armada,Armada,6000,56,base12-hold,t1+mav,-0.49,0.007,0.001,0/24
Armada,Armada,6000,56,base12-hold,t1+fido,-0.256,0.012,0.003,0/24
Armada,Armada,6000,56,base12-hold,t1+sptk,0.035,0.058,0.012,21/24
Armada,Armada,6000,56,base12-hold,t1+snipe,-0.26,0.0,0.0,0/24
Armada,Armada,6000,56,base12-hold,t1+fboy,0.47,0.0,0.0,24/24
Armada,Armada,6000,56,base12-hold,zeus+fido,-0.263,0.01,0.002,0/24
Armada,Armada,6000,56,base12-hold,zeus+sptk,0.057,0.033,0.007,24/24
Armada,Armada,6000,56,base12-hold,zeus+snipe,-0.26,0.0,0.0,0/24
Armada,Armada,6000,56,base12-hold,mace+zeus,-0.482,0.01,0.002,0/24
Armada,Armada,6000,56,base12-hold,t1+zeus+fido,-0.291,0.022,0.004,0/24
Armada,Armada,6000,56,base12-hold,t1+zeus(25),-0.488,0.012,0.002,0/24
Armada,Armada,6000,56,base12-hold,t1+zeus(75),-0.446,0.008,0.002,0/24
Armada,Armada,6000,160,base12-hold,t1-line,-0.231,0.018,0.004,0/24
Armada,Armada,6000,160,base12-hold,t1-mace,-0.08,0.039,0.008,0/24
Armada,Armada,6000,160,base12-hold,zeus,0.298,0.012,0.002,24/24
Armada,Armada,6000,160,base12-hold,mav,-0.23,0.011,0.002,0/24
Armada,Armada,6000,160,base12-hold,fido,-0.236,0.024,0.005,0/24
Armada,Armada,6000,160,base12-hold,sptk,0.098,0.044,0.009,23/24
Armada,Armada,6000,160,base12-hold,snipe,-0.228,0.02,0.004,0/24
Armada,Armada,6000,160,base12-hold,fboy,0.97,0.0,0.0,24/24
Armada,Armada,6000,160,base12-hold,fast,-0.323,0.04,0.008,0/24
Armada,Armada,6000,160,base12-hold,amph,-0.107,0.051,0.01,1/24
Armada,Armada,6000,160,base12-hold,t1+zeus,0.198,0.052,0.011,24/24
Armada,Armada,6000,160,base12-hold,t1+mav,-0.196,0.015,0.003,0/24
Armada,Armada,6000,160,base12-hold,t1+fido,-0.241,0.025,0.005,0/24
Armada,Armada,6000,160,base12-hold,t1+sptk,-0.24,0.012,0.002,0/24
Armada,Armada,6000,160,base12-hold,t1+snipe,-0.309,0.034,0.007,0/24
Armada,Armada,6000,160,base12-hold,t1+fboy,0.422,0.018,0.004,24/24
Armada,Armada,6000,160,base12-hold,zeus+fido,0.067,0.071,0.014,21/24
Armada,Armada,6000,160,base12-hold,zeus+sptk,0.041,0.103,0.021,18/24
Armada,Armada,6000,160,base12-hold,zeus+snipe,0.146,0.155,0.032,20/24
Armada,Armada,6000,160,base12-hold,mace+zeus,0.107,0.037,0.008,24/24
Armada,Armada,6000,160,base12-hold,t1+zeus+fido,-0.071,0.052,0.011,2/24
Armada,Armada,6000,160,base12-hold,t1+zeus(25),-0.017,0.067,0.014,6/24
Armada,Armada,6000,160,base12-hold,t1+zeus(75),0.317,0.014,0.003,24/24
Armada,Armada,6000,56,base12-out,t1-line,-0.379,0.015,0.003,0/24
Armada,Armada,6000,56,base12-out,t1-mace,-0.47,0.019,0.004,0/24
Armada,Armada,6000,56,base12-out,zeus,-0.432,0.009,0.002,0/24
Armada,Armada,6000,56,base12-out,mav,-0.508,0.009,0.002,0/24
Armada,Armada,6000,56,base12-out,fido,-0.266,0.031,0.006,0/24
Armada,Armada,6000,56,base12-out,sptk,-0.459,0.187,0.038,0/24
Armada,Armada,6000,56,base12-out,snipe,-0.96,0.0,0.0,0/24
Armada,Armada,6000,56,base12-out,fboy,0.663,0.056,0.011,24/24
Armada,Armada,6000,56,base12-out,fast,-0.541,0.029,0.006,0/24
Armada,Armada,6000,56,base12-out,amph,-0.505,0.018,0.004,0/24
Armada,Armada,6000,56,base12-out,t1+zeus,-0.301,0.064,0.013,0/24
Armada,Armada,6000,56,base12-out,t1+mav,-0.481,0.014,0.003,0/24
Armada,Armada,6000,56,base12-out,t1+fido,-0.208,0.063,0.013,0/24
Armada,Armada,6000,56,base12-out,t1+sptk,-0.22,0.035,0.007,0/24
Armada,Armada,6000,56,base12-out,t1+snipe,-0.51,0.023,0.005,0/24
Armada,Armada,6000,56,base12-out,t1+fboy,0.302,0.065,0.013,24/24
Armada,Armada,6000,56,base12-out,zeus+fido,-0.025,0.144,0.029,8/24
Armada,Armada,6000,56,base12-out,zeus+sptk,-0.134,0.102,0.021,3/24
Armada,Armada,6000,56,base12-out,zeus+snipe,-0.54,0.0,0.0,0/24
Armada,Armada,6000,56,base12-out,mace+zeus,-0.357,0.022,0.004,0/24
Armada,Armada,6000,56,base12-out,t1+zeus+fido,-0.155,0.089,0.018,1/24
Armada,Armada,6000,56,base12-out,t1+zeus(25),-0.405,0.017,0.004,0/24
Armada,Armada,6000,56,base12-out,t1+zeus(75),-0.386,0.016,0.003,0/24
Armada,Armada,6000,160,base12-out,t1-line,-0.201,0.017,0.003,0/24
Armada,Armada,6000,160,base12-out,t1-mace,-0.325,0.048,0.01,0/24
Armada,Armada,6000,160,base12-out,zeus,0.193,0.041,0.008,24/24
Armada,Armada,6000,160,base12-out,mav,-0.242,0.018,0.004,0/24
Armada,Armada,6000,160,base12-out,fido,-0.2,0.033,0.007,0/24
Armada,Armada,6000,160,base12-out,sptk,-0.26,0.097,0.02,0/24
Armada,Armada,6000,160,base12-out,snipe,-0.92,0.0,0.0,0/24
Armada,Armada,6000,160,base12-out,fboy,0.165,0.073,0.015,24/24
Armada,Armada,6000,160,base12-out,fast,-0.427,0.068,0.014,0/24
Armada,Armada,6000,160,base12-out,amph,-0.212,0.017,0.004,0/24
Armada,Armada,6000,160,base12-out,t1+zeus,0.169,0.053,0.011,24/24
Armada,Armada,6000,160,base12-out,t1+mav,-0.31,0.058,0.012,0/24
Armada,Armada,6000,160,base12-out,t1+fido,-0.155,0.016,0.003,0/24
Armada,Armada,6000,160,base12-out,t1+sptk,-0.13,0.002,0.0,0/24
Armada,Armada,6000,160,base12-out,t1+snipe,-0.163,0.057,0.012,0/24
Armada,Armada,6000,160,base12-out,t1+fboy,0.432,0.087,0.018,24/24
Armada,Armada,6000,160,base12-out,zeus+fido,-0.107,0.069,0.014,3/24
Armada,Armada,6000,160,base12-out,zeus+sptk,-0.13,0.002,0.0,0/24
Armada,Armada,6000,160,base12-out,zeus+snipe,-0.148,0.006,0.001,0/24
Armada,Armada,6000,160,base12-out,mace+zeus,-0.026,0.088,0.018,8/24
Armada,Armada,6000,160,base12-out,t1+zeus+fido,-0.139,0.013,0.003,0/24
Armada,Armada,6000,160,base12-out,t1+zeus(25),-0.147,0.016,0.003,0/24
Armada,Armada,6000,160,base12-out,t1+zeus(75),0.139,0.061,0.012,23/24
Armada,Armada,10000,56,field20,t1-line,0.166,0.062,0.013,24/24
Armada,Armada,10000,56,field20,t1-mace,-0.095,0.043,0.009,0/24
Armada,Armada,10000,56,field20,zeus,-0.57,0.006,0.001,0/24
Armada,Armada,10000,56,field20,mav,-0.325,0.019,0.004,0/24
Armada,Armada,10000,56,field20,fido,0.271,0.099,0.02,24/24
Armada,Armada,10000,56,field20,sptk,-0.552,0.194,0.04,1/24
Armada,Armada,10000,56,field20,snipe,-0.87,0.0,0.0,0/24
Armada,Armada,10000,56,field20,fboy,0.459,0.067,0.014,24/24
Armada,Armada,10000,56,field20,fast,-0.682,0.016,0.003,0/24
Armada,Armada,10000,56,field20,amph,-0.614,0.015,0.003,0/24
Armada,Armada,10000,56,field20,t1+zeus,-0.015,0.062,0.013,9/24
Armada,Armada,10000,56,field20,t1+mav,-0.135,0.095,0.019,1/24
Armada,Armada,10000,56,field20,t1+fido,0.217,0.121,0.025,24/24
Armada,Armada,10000,56,field20,t1+sptk,-0.074,0.157,0.032,7/24
Armada,Armada,10000,56,field20,t1+snipe,-0.361,0.033,0.007,0/24
Armada,Armada,10000,56,field20,t1+fboy,0.335,0.074,0.015,24/24
Armada,Armada,10000,56,field20,zeus+fido,0.244,0.127,0.026,24/24
Armada,Armada,10000,56,field20,zeus+sptk,-0.015,0.095,0.019,12/24
Armada,Armada,10000,56,field20,zeus+snipe,-0.588,0.011,0.002,0/24
Armada,Armada,10000,56,field20,mace+zeus,-0.097,0.047,0.01,0/24
Armada,Armada,10000,56,field20,t1+zeus+fido,0.307,0.06,0.012,24/24
Armada,Armada,10000,56,field20,t1+zeus(25),0.028,0.079,0.016,14/24
Armada,Armada,10000,56,field20,t1+zeus(75),-0.039,0.072,0.015,7/24
Armada,Armada,10000,160,field20,t1-line,0.276,0.05,0.01,24/24
Armada,Armada,10000,160,field20,t1-mace,0.11,0.047,0.01,23/24
Armada,Armada,10000,160,field20,zeus,-0.242,0.025,0.005,0/24
Armada,Armada,10000,160,field20,mav,0.045,0.08,0.016,17/24
Armada,Armada,10000,160,field20,fido,0.296,0.078,0.016,24/24
Armada,Armada,10000,160,field20,sptk,-0.304,0.22,0.045,5/24
Armada,Armada,10000,160,field20,snipe,-0.88,0.0,0.0,0/24
Armada,Armada,10000,160,field20,fboy,0.608,0.028,0.006,24/24
Armada,Armada,10000,160,field20,fast,-0.432,0.028,0.006,0/24
Armada,Armada,10000,160,field20,amph,-0.037,0.093,0.019,12/24
Armada,Armada,10000,160,field20,t1+zeus,0.435,0.012,0.002,24/24
Armada,Armada,10000,160,field20,t1+mav,0.154,0.069,0.014,23/24
Armada,Armada,10000,160,field20,t1+fido,0.557,0.053,0.011,24/24
Armada,Armada,10000,160,field20,t1+sptk,0.611,0.025,0.005,24/24
Armada,Armada,10000,160,field20,t1+snipe,0.03,0.168,0.034,8/24
Armada,Armada,10000,160,field20,t1+fboy,0.459,0.036,0.007,24/24
Armada,Armada,10000,160,field20,zeus+fido,0.531,0.022,0.005,24/24
Armada,Armada,10000,160,field20,zeus+sptk,0.407,0.036,0.007,24/24
Armada,Armada,10000,160,field20,zeus+snipe,-0.407,0.029,0.006,0/24
Armada,Armada,10000,160,field20,mace+zeus,0.403,0.025,0.005,24/24
Armada,Armada,10000,160,field20,t1+zeus+fido,0.582,0.017,0.004,24/24
Armada,Armada,10000,160,field20,t1+zeus(25),0.461,0.024,0.005,24/24
Armada,Armada,10000,160,field20,t1+zeus(75),0.257,0.008,0.002,24/24
Armada,Armada,10000,56,field25,t1-line,-0.067,0.048,0.01,2/24
Armada,Armada,10000,56,field25,t1-mace,-0.293,0.044,0.009,0/24
Armada,Armada,10000,56,field25,zeus,-0.54,0.008,0.002,0/24
